Wallet,AmountUsd
0xa38e86b56da5759ae566935a191029bb1f987430, 208.0815669628693129885203299545345
0x98355f02ce847a286e9dd2271b98896ab17d8201, 1051.591462200247881532632966405278
0x8138b5bd26031878705d514b23b06735d993e536, 2594.577434957094426872591421138723
0xb532f14d405c352591d69596fd3caf585e35c872, 1064.150107947410025257038355643349
0x27848cb862d42af725dc8e340b86747d1e0c7d76, 1159.255950173821220306922232591859
0x9afda3adfc3588b4404f79792a97f2116957300c, 2222.645919783046151289578140386327
0x546674f54571b3af2540002f3dc0d8eb554b4856, 839.2054601499648917761049209999335
0x62b976672b2de98c1d495dfe397f8610c6dfc386, 968.6609004609829226194579847486693
0x903a80adb493a9951abf1c0471d47845fd2df94e, 915.0738086859629779158652524919083
0xe175b1304ccb1fc01c35475a8830e780e62747ec, 1069.05691585222679772415337504124
0x23e54d543be9b1689245465f5161ac120c42cd59, 208.1456659691880045809255708752785
0x129a2fa592d3986b7a98b17e9ab2cd54e02a8abc, 1157.853921980569709935673274024095
0x3e7ba6ef3bbf727509ce79cb2cb3939553ecbab1, 1161.018823859564249841782677217408
0x9adea960e2e41725fff6f0951c790bd6257dfb68, 187.7388611201089623192504813337361
0x8720413706bdb907693f5d2bc9f1a038adadb81c, 145.5609078127147178476883879058118
0xe43aeac325d96a943479ae86e16c09a5df659ab3, 145.562376384278645102786023621137
0xe930cc92c86e15fd11c042654279fa4012e716c1, 310.9831282282635883007275400046669
0xc2c665f49674a7243909c6068fc17b88366d57e3, 946.2602351412100507941239786251846
0x091f6f6cc71220c04aa6d280fe276c4f748e5101, 41.52230123902756004058392277901077
0xdb59ce21f69f9345e24a7a8601a707d9b9bfc3b1, 208.1405571119225164050387034223383
0x4f90c5872552c223030b26050dd666663f697e8a, 1067.232856431153028298603228680787
0x75df785b9a25c004dd3e4c50e234b9e8531b98f4, 697.9483884135872475711753500913205
0xa43c750d5de3bd88ee4f35def72cf76afebec274, 1065.607519527278370987420163269886
0xa3366e2ad9782a371a29a7c9f3a0055511f24485, 304.4853173500794630621466988217481
0x4d8d3b328d51c151cf1960d1c7f4f11efce1bcd3, 1162.180756036224321639424308138909
0x384a839cc9bad4b04c65326842258260c9583ba2, 1162.988057767312242641839379822724
0xb4c4faf34bdf929a4be5c670d0a01f60367afd46, 208.0850923505204922759748995202069
0xfb1dff4771d197790318ce18a75067bd2975ae36, 145.5594523708565231764848547852986
0x8a69e65671d75f9d234f71e505316657d4b8f6e6, 10072.0661628611700640530971024957
0xe530a15a916a9bf4309f361e2fcc19b415fa7935, 363.2235679444252684570471177877334
0xc5138cbf2a63e234689c1e40ff4553fdda1bffbd, 417.8886449502666654896409300290099
0x68f17e63526091ed6bcbaa8dc50f9df58db5c308, 104.1743226099701741835146575652233
0xbcff77a0c2c9a1bb1cc98d53ff0c7e4493c1cc61, 208.1499840190403315005974438025538
0xddcde05898247d279692af7ae8bd32ac172d9a38, 2247.264999842499168670503167164575
0x86a41524cb61edd8b115a72ad9735f8068996688, 1053.858808399920146508826135463881
0x2ea63c32e37bd0160a27b4527fb25a4ec2f595b4, 2134.485594951653747023690058576522
0x42f69a8105afeb76913b75a7ac37cf032f5a8062, 838.526189401074751609099273583748
0x99c67c9b2e97d70c9bb2c4efe8e0cf18a17703bb, 1051.513691549032747702475081322176
0x1db5abf6de53745d4fef7fb267aa76b8429251a1, 462.5641181176052196334721972387727
0xc441c0048b072890cfda307879f623d25d3327a9, 371.2236651772132489030976293527693
0xc26239d7787ff8042b1e878608c1ef31ab3c7b79, 2128.323550781250095007359633405587
0xf54cbf4b5a58c822d2f78de5808ccc138ca7b906, 1050.479954564188368508219073061063
0x9dda370f43567b9c757a3f946705567bce482c42, 2124.48517594510670972358031838384
0x3ef77637b4575095054d61f9badef3f56edb71b3, 1050.101432922799380093024550505294
0xbc0f14d6bdd2f46ab1d56bfd5f28eb6c2a2d2777, 103.8381253685248065798506077598429
0xf6294d6f0b5529501cfa5f38bf565daab53dbfb7, 416.8664969180309748904417509978737
0x1293b1da070e4af0a775fc8a66dfe2cc6c44ef27, 83.05382315671298401442573809607987
0xac6bf83e74937979299a873348475c138ebf0390, 2129.672961592483499118248105836941
0x5d7f5d8c81e1d4764c25e46d8f71647e2c662838, 2126.901841333515084085019170330751
0x28c516a0a4a5876012303ca1726098386940a07a, 521.7799822388072030720289121005082
0x8c416c381fa0da2df0a33b5245cefe3c0f8c774d, 1049.50440617138741324694431191806
0x4206db5b280263877f5374304d226b0b69605868, 207.9227824732508762187789653440361
0x4a8512bde8ad52a283b001a7608d242064a787b2, 207.9418742814488622077295077745883
0xa5a0f28825a593c3f898551152ea50fd76a852aa, 732.3279325310458269388898751037034
0x92749cf83d9dfaecba985d35bee625017c81633a, 103.8380907766469638695202158447724
0xb1cc935e769bc8aff55cc45648b1e1ec9a92faee, 838.044117709837057556997343836321
0x96228749eaab6ea953787b9b5817762021581495, 838.3057341449808666850755252818352
0x92749cf83d9dfaecba985d35bee625017c81633a, 207.7048991518048666238886798179394
0x88c978e5d2e7319cc2e21f9460709df7028e1d6e, 208.0104507779999844914698242102191
0x3265a87200542d7fc68408723e3296dfc577c7f3, 103.8006430246938396007269783795807
0x254da975a63353380e8c819a85c9a0a4006f9181, 68.52975234085647074986488950058132
0xdce64a75c5a15826d059fc3d0812dbd3baef5893, 312.283268864030383272056151607513
0xb258a4dbfdffaa0e2a607bc3bb8e5aef3022afa7, 103.8759210550585628954712366674576
0xa8da5912db11c6caa2762473f0b5d3dba6aff992, 103.8626950237599224420888082783457
0xb4d92a48f905450cb00b54c5bd3ff6e6cc0c72f5, 103.8726921057540436780963543370954
0xd563bb51ff55eff701569b9abe6f8f188bdc25ff, 207.9553298266097711970624660768398
0xefe750e899b122861559ba410679bde97aa7173c, 103.400172256554479733874482782287
0x6573ea84cc6438217ba3422af9da19f535829d91, 83.07847605699409070314185356057769
0xe7ef24aa6dea79767eac7608662ddd8f19b93066, 1049.097815031430474656652343553066
0x92749cf83d9dfaecba985d35bee625017c81633a, 103.8731286525598475228452801835603
0x0c026512021a7503e9b95880f7487b3b7e9b8a80, 103.860703020694410087082069450228
0x94338294e572766c29ae74227742d72b5a6f4676, 103.8588371813914033543536580820884
0xde05a6ffab8c36649fa34bc3d0c543a0925ea602, 103.8583082084332798060233224168367
0x4b4d84ad5e2b2d4c46e69334162d5311586b1b58, 207.9853063920090152814621105942079
0xb87ebf06f8c99f43ecad940e4f1ace84eece776b, 41.51629651234165760407040888907186
0xe7ef24aa6dea79767eac7608662ddd8f19b93066, 416.8801740823660331876354570083578
0x429b1aca55a7a27d7d73e311a16839c135969fda, 207.9647158805700552483455285271468
0xc5e1d4ce51f05edd23096be39e4ea2d140e0f507, 2121.571917417587008029253370808505
0x6b75d8af000000e20b7a7ddf000ba900b4009a80, 1049.374787098223493402572397181296
0xcd6de4e6ae74267d3eb35cb8e9fbf62da41db47d, 207.9319829364215621964279267663433
0x901da172c257ba6a52a17a8aae2b03277a470163, 207.9300617818162000152273680482793
0xaf4aa849e9225a25366e280450bbdbeb73f89772, 145.4561666134724895623989088379063
0x92749cf83d9dfaecba985d35bee625017c81633a, 103.8532694053907935583620701859075
0xb970f60495b36ac66c06f9b01e3b1520c2a2fcd7, 1047.804204829815409753387068956307
0x15a15fe79a268668eec2573f81e67bd648b3c1b9, 32.17026669441845291171866358961444
0xdeb1c9c7df201e7b0cb715ec1bc004b40e5090de, 2118.871470166702736875714762496599
0xdddc85fd9c7cf5e7c0b8a7a1ba85c47f2800bacd, 207.9983458493869713088956818997443
0x8d61bf160b3d2412bfb54dd2d1377a700913fffe, 62.28549043368025465293848969105731
0xf37ae3dc73ff4317f4324fff18f8922194f45eb2, 207.9803413922963835672228366346337
0x28c516a0a4a5876012303ca1726098386940a07a, 521.8987568836335490493543275315611
0xa5c00bcfa2b37660db0a0d88b9db2cb174d6d8cf, 521.8461394461048111745643105204504
0x8c416c381fa0da2df0a33b5245cefe3c0f8c774d, 941.8105648665212022472537563873568
0xdeb1c9c7df201e7b0cb715ec1bc004b40e5090de, 1049.220581651282033169000594593181
0xb1e079854268985431935ce53aa54c8e1722fa0d, 166.2987940149632996791553524312714
0xfd35624baf2f0b3755b7cfbefec7bf62f9761702, 207.9267629431220777506499714056553
0xc26239d7787ff8042b1e878608c1ef31ab3c7b79, 20.75546575614457842493311490541886
0x3ff0d3923e4fd0b2ed1022444bc3702a74ebdd49, 207.9195512499957027283817636861725
0x657ada2264452b9adc5e7a28a6935beaca8dcc8e, 103.8501969724805776929581693675802
0xdce64a75c5a15826d059fc3d0812dbd3baef5893, 282.9015760742781235202862059577817
0x53201ff143aa386449ed2951c91af2b303512365, 103.8500206625050719923705166305635
0x429b1aca55a7a27d7d73e311a16839c135969fda, 207.8622285659296054701650752116359
0xaa890ca68376645b01a7faec403fb4a55b8c2cd1, 41.51692661405082535371606154383005
0x541de0606257132e4ca0e34439fcb6675ce2857b, 416.4973143668415434152987880465547
0xe7ef24aa6dea79767eac7608662ddd8f19b93066, 416.5132089764670908792187215637049
0xb336fbe46e7ba2aca408057084f0159a1e4edf16, 311.7311679060265422079283280198289
0x94338294e572766c29ae74227742d72b5a6f4676, 151.3749822587450512947972019069566
0x901da172c257ba6a52a17a8aae2b03277a470163, 207.8455977212157292844845696705248
